fstat	df	pvalue
80	21	1.316351e-08
80	22	8.825621e-09
80	23	6.006247e-09
80	24	4.145085e-09
80	25	2.898428e-09
80	26	2.051876e-09
80	27	1.469568e-09
80	28	1.06413e-09
80	29	7.785843e-10
80	30	5.752856e-10
80.1	1	0.070838
80.1	2	0.01225536
80.1	3	0.002943334
80.1	4	0.0008621401
80.1	5	0.0002902802
80.1	6	0.0001086384
80.1	7	4.42349e-05
80.1	8	1.930778e-05
80.1	9	8.937105e-06
80.1	10	4.351094e-06
80.1	11	2.213853e-06
80.1	12	1.171142e-06
80.1	13	6.414283e-07
80.1	14	3.624419e-07
80.1	15	2.10665e-07
80.1	16	1.256349e-07
80.1	17	7.670825e-08
80.1	18	4.785882e-08
80.1	19	3.046104e-08
80.1	20	1.974922e-08
80.1	21	1.302592e-08
80.1	22	8.729943e-09
80.1	23	5.938846e-09
80.1	24	4.09702e-09
80.1	25	2.863757e-09
80.1	26	2.026595e-09
80.1	27	1.450943e-09
80.1	28	1.050275e-09
80.1	29	7.681833e-10
80.1	30	5.674088e-10
80.2	1	0.07079418
80.2	2	0.01224036
80.2	3	0.00293799
80.2	4	0.0008600767
80.2	5	0.0002894217
80.2	6	0.0001082573
80.2	7	4.405591e-05
80.2	8	1.921951e-05
80.2	9	8.891656e-06
80.2	10	4.326782e-06
80.2	11	2.200397e-06
80.2	12	1.163462e-06
80.2	13	6.369208e-07
80.2	14	3.597285e-07
80.2	15	2.089932e-07
80.2	16	1.245826e-07
80.2	17	7.603274e-08
80.2	18	4.741718e-08
80.2	19	3.016737e-08
80.2	20	1.955083e-08
80.2	21	1.288991e-08
80.2	22	8.635396e-09
80.2	23	5.872265e-09
80.2	24	4.049559e-09
80.2	25	2.829534e-09
80.2	26	2.001648e-09
80.2	27	1.432571e-09
80.2	28	1.036614e-09
80.2	29	7.579307e-10
80.2	30	5.59647e-10
80.3	1	0.07075045
80.3	2	0.0122254
80.3	3	0.002932662
80.3	4	0.0008580206
80.3	5	0.0002885667
80.3	6	0.0001078779
80.3	7	4.387785e-05
80.3	8	1.913174e-05
80.3	9	8.846489e-06
80.3	10	4.302634e-06
80.3	11	2.187037e-06
80.3	12	1.15584e-06
80.3	13	6.324497e-07
80.3	14	3.570383e-07
80.3	15	2.073365e-07
80.3	16	1.235402e-07
80.3	17	7.536387e-08
80.3	18	4.698007e-08
80.3	19	2.987683e-08
80.3	20	1.935464e-08
80.3	21	1.275545e-08
80.3	22	8.541965e-09
80.3	23	5.806496e-09
80.3	24	4.002693e-09
80.3	25	2.795753e-09
80.3	26	1.977032e-09
80.3	27	1.41445e-09
80.3	28	1.023143e-09
80.3	29	7.478243e-10
80.3	30	5.519983e-10
80.4	1	0.0707068
80.4	2	0.01221047
80.4	3	0.00292735
80.4	4	0.0008559719
80.4	5	0.0002877153
80.4	6	0.0001075004
80.4	7	4.370072e-05
80.4	8	1.904447e-05
80.4	9	8.801603e-06
80.4	10	4.278647e-06
80.4	11	2.173773e-06
80.4	12	1.148277e-06
80.4	13	6.280149e-07
80.4	14	3.54371e-07
80.4	15	2.056945e-07
80.4	16	1.225076e-07
80.4	17	7.470158e-08
80.4	18	4.654744e-08
80.4	19	2.958938e-08
80.4	20	1.91606e-08
80.4	21	1.262253e-08
80.4	22	8.449637e-09
80.4	23	5.741526e-09
80.4	24	3.956414e-09
80.4	25	2.762406e-09
80.4	26	1.952742e-09
80.4	27	1.396574e-09
80.4	28	1.009859e-09
80.4	29	7.378618e-10
80.4	30	5.444611e-10
80.5	1	0.07066323
80.5	2	0.01219558
80.5	3	0.002922054
80.5	4	0.0008539306
80.5	5	0.0002868674
80.5	6	0.0001071245
80.5	7	4.352451e-05
80.5	8	1.89577e-05
80.5	9	8.756994e-06
80.5	10	4.25482e-06
80.5	11	2.160605e-06
80.5	12	1.140771e-06
80.5	13	6.236159e-07
80.5	14	3.517265e-07
80.5	15	2.040673e-07
80.5	16	1.214848e-07
80.5	17	7.404578e-08
80.5	18	4.611922e-08
80.5	19	2.930498e-08
80.5	20	1.896871e-08
80.5	21	1.249112e-08
80.5	22	8.358396e-09
80.5	23	5.677346e-09
80.5	24	3.910714e-09
80.5	25	2.729489e-09
80.5	26	1.928773e-09
80.5	27	1.378941e-09
80.5	28	9.967602e-10
80.5	29	7.280412e-10
80.5	30	5.370336e-10
80.6	1	0.07061974
80.6	2	0.01218072
80.6	3	0.002916774
80.6	4	0.0008518965
80.6	5	0.000286023
80.6	6	0.0001067505
80.6	7	4.334921e-05
80.6	8	1.887142e-05
80.6	9	8.712661e-06
80.6	10	4.231153e-06
80.6	11	2.14753e-06
80.6	12	1.133322e-06
80.6	13	6.192524e-07
80.6	14	3.491045e-07
80.6	15	2.024547e-07
80.6	16	1.204715e-07
80.6	17	7.339641e-08
80.6	18	4.569538e-08
80.6	19	2.90236e-08
80.6	20	1.877893e-08
80.6	21	1.236121e-08
80.6	22	8.268229e-09
80.6	23	5.613946e-09
80.6	24	3.865586e-09
80.6	25	2.696995e-09
80.6	26	1.905121e-09
80.6	27	1.361546e-09
80.6	28	9.838431e-10
80.6	29	7.183601e-10
80.6	30	5.297141e-10
80.7	1	0.07057633
80.7	2	0.0121659
80.7	3	0.00291151
80.7	4	0.0008498697
80.7	5	0.0002851821
80.7	6	0.0001063781
80.7	7	4.317481e-05
80.7	8	1.878564e-05
80.7	9	8.668603e-06
80.7	10	4.207643e-06
80.7	11	2.134549e-06
80.7	12	1.125931e-06
80.7	13	6.149242e-07
80.7	14	3.465048e-07
80.7	15	2.008565e-07
80.7	16	1.194677e-07
80.7	17	7.27534e-08
80.7	18	4.527587e-08
80.7	19	2.874521e-08
80.7	20	1.859123e-08
80.7	21	1.223277e-08
80.7	22	8.179122e-09
80.7	23	5.551314e-09
80.7	24	3.821022e-09
80.7	25	2.664919e-09
80.7	26	1.881781e-09
80.7	27	1.344388e-09
80.7	28	9.711053e-10
80.7	29	7.088166e-10
80.7	30	5.225009e-10
80.8	1	0.070533
80.8	2	0.01215112
80.8	3	0.002906262
80.8	4	0.0008478501
80.8	5	0.0002843446
80.8	6	0.0001060075
80.8	7	4.300132e-05
80.8	8	1.870034e-05
80.8	9	8.624816e-06
80.8	10	4.18429e-06
80.8	11	2.12166e-06
80.8	12	1.118595e-06
80.8	13	6.106308e-07
80.8	14	3.439273e-07
80.8	15	1.992727e-07
80.8	16	1.184734e-07
80.8	17	7.211668e-08
80.8	18	4.486063e-08
80.8	19	2.846976e-08
80.8	20	1.84056e-08
80.8	21	1.21058e-08
80.8	22	8.091062e-09
80.8	23	5.489441e-09
80.8	24	3.777014e-09
80.8	25	2.633254e-09
80.8	26	1.858748e-09
80.8	27	1.327461e-09
80.8	28	9.585441e-10
80.8	29	6.994085e-10
80.8	30	5.153925e-10
80.9	1	0.07048975
80.9	2	0.01213637
80.9	3	0.002901029
80.9	4	0.0008458377
80.9	5	0.0002835106
80.9	6	0.0001056386
80.9	7	4.282872e-05
80.9	8	1.861552e-05
80.9	9	8.5813e-06
80.9	10	4.161093e-06
80.9	11	2.108864e-06
80.9	12	1.111315e-06
80.9	13	6.063719e-07
80.9	14	3.413716e-07
80.9	15	1.977029e-07
80.9	16	1.174883e-07
80.9	17	7.148619e-08
80.9	18	4.444962e-08
80.9	19	2.819723e-08
80.9	20	1.8222e-08
80.9	21	1.198027e-08
80.9	22	8.004036e-09
80.9	23	5.428318e-09
80.9	24	3.733554e-09
80.9	25	2.601995e-09
80.9	26	1.836019e-09
80.9	27	1.310763e-09
80.9	28	9.461568e-10
80.9	29	6.901338e-10
80.9	30	5.083871e-10
81	1	0.07044657
81	2	0.01212166
81	3	0.002895812
81	4	0.0008438325
81	5	0.00028268
81	6	0.0001052715
81	7	4.265701e-05
81	8	1.853118e-05
81	9	8.538051e-06
81	10	4.138049e-06
81	11	2.096158e-06
81	12	1.10409e-06
81	13	6.021473e-07
81	14	3.388377e-07
81	15	1.961471e-07
81	16	1.165125e-07
81	17	7.086185e-08
81	18	4.404279e-08
81	19	2.792758e-08
81	20	1.804042e-08
81	21	1.185617e-08
81	22	7.91803e-09
81	23	5.367933e-09
81	24	3.690636e-09
81	25	2.571137e-09
81	26	1.813589e-09
81	27	1.29429e-09
81	28	9.339409e-10
81	29	6.809905e-10
81	30	5.014832e-10
81.1	1	0.07040348
81.1	2	0.01210698
81.1	3	0.002890611
81.1	4	0.0008418344
81.1	5	0.0002818528
81.1	6	0.000104906
81.1	7	4.248618e-05
81.1	8	1.844733e-05
81.1	9	8.495069e-06
81.1	10	4.115159e-06
81.1	11	2.083543e-06
81.1	12	1.09692e-06
81.1	13	5.979567e-07
81.1	14	3.363252e-07
81.1	15	1.946053e-07
81.1	16	1.155457e-07
81.1	17	7.02436e-08
81.1	18	4.364009e-08
81.1	19	2.766078e-08
81.1	20	1.786082e-08
81.1	21	1.173347e-08
81.1	22	7.833032e-09
81.1	23	5.308278e-09
81.1	24	3.648252e-09
81.1	25	2.540674e-09
81.1	26	1.791454e-09
81.1	27	1.27804e-09
81.1	28	9.218939e-10
81.1	29	6.719765e-10
81.1	30	4.946792e-10
81.2	1	0.07036047
81.2	2	0.01209234
81.2	3	0.002885425
81.2	4	0.0008398434
81.2	5	0.0002810289
81.2	6	0.0001045422
81.2	7	4.231624e-05
81.2	8	1.836394e-05
81.2	9	8.452351e-06
81.2	10	4.09242e-06
81.2	11	2.071018e-06
81.2	12	1.089804e-06
81.2	13	5.937996e-07
81.2	14	3.338339e-07
81.2	15	1.930771e-07
81.2	16	1.14588e-07
81.2	17	6.963137e-08
81.2	18	4.324148e-08
81.2	19	2.739679e-08
81.2	20	1.768319e-08
81.2	21	1.161216e-08
81.2	22	7.749028e-09
81.2	23	5.249343e-09
81.2	24	3.606394e-09
81.2	25	2.5106e-09
81.2	26	1.769609e-09
81.2	27	1.262009e-09
81.2	28	9.100132e-10
81.2	29	6.630901e-10
81.2	30	4.879737e-10
81.3	1	0.07031754
81.3	2	0.01207774
81.3	3	0.002880255
81.3	4	0.0008378594
81.3	5	0.0002802085
81.3	6	0.0001041801
81.3	7	4.214717e-05
81.3	8	1.828103e-05
81.3	9	8.409895e-06
81.3	10	4.069832e-06
81.3	11	2.058581e-06
81.3	12	1.082742e-06
81.3	13	5.896759e-07
81.3	14	3.313638e-07
81.3	15	1.915625e-07
81.3	16	1.136392e-07
81.3	17	6.90251e-08
81.3	18	4.284691e-08
81.3	19	2.713559e-08
81.3	20	1.75075e-08
81.3	21	1.149223e-08
81.3	22	7.666006e-09
81.3	23	5.191119e-09
81.3	24	3.565057e-09
81.3	25	2.48091e-09
81.3	26	1.748052e-09
81.3	27	1.246193e-09
81.3	28	8.982965e-10
81.3	29	6.543292e-10
81.3	30	4.81365e-10
81.4	1	0.07027468
81.4	2	0.01206317
81.4	3	0.0028751
81.4	4	0.0008358825
81.4	5	0.0002793914
81.4	6	0.0001038197
81.4	7	4.197896e-05
81.4	8	1.819858e-05
81.4	9	8.3677e-06
81.4	10	4.047393e-06
81.4	11	2.046233e-06
81.4	12	1.075734e-06
81.4	13	5.855852e-07
81.4	14	3.289145e-07
81.4	15	1.900614e-07
81.4	16	1.126992e-07
81.4	17	6.842473e-08
81.4	18	4.245635e-08
81.4	19	2.687713e-08
81.4	20	1.733374e-08
81.4	21	1.137365e-08
81.4	22	7.583953e-09
81.4	23	5.133596e-09
81.4	24	3.524232e-09
81.4	25	2.4516e-09
81.4	26	1.726777e-09
81.4	27	1.23059e-09
81.4	28	8.867413e-10
81.4	29	6.456919e-10
81.4	30	4.748518e-10
81.5	1	0.0702319
81.5	2	0.01204863
81.5	3	0.002869961
81.5	4	0.0008339125
81.5	5	0.0002785776
81.5	6	0.0001034609
81.5	7	4.181162e-05
81.5	8	1.81166e-05
81.5	9	8.325763e-06
81.5	10	4.025103e-06
81.5	11	2.033972e-06
81.5	12	1.068778e-06
81.5	13	5.815272e-07
81.5	14	3.264859e-07
81.5	15	1.885736e-07
81.5	16	1.11768e-07
81.5	17	6.783019e-08
81.5	18	4.206973e-08
81.5	19	2.66214e-08
81.5	20	1.716186e-08
81.5	21	1.125641e-08
81.5	22	7.502858e-09
81.5	23	5.076766e-09
81.5	24	3.483914e-09
81.5	25	2.422663e-09
81.5	26	1.70578e-09
81.5	27	1.215197e-09
81.5	28	8.753453e-10
81.5	29	6.371764e-10
81.5	30	4.684325e-10
81.6	1	0.0701892
81.6	2	0.01203413
81.6	3	0.002864836
81.6	4	0.0008319495
81.6	5	0.0002777671
81.6	6	0.0001031038
81.6	7	4.164513e-05
81.6	8	1.803507e-05
81.6	9	8.284083e-06
81.6	10	4.00296e-06
81.6	11	2.021798e-06
81.6	12	1.061875e-06
81.6	13	5.775016e-07
81.6	14	3.240778e-07
81.6	15	1.87099e-07
81.6	16	1.108454e-07
81.6	17	6.724142e-08
81.6	18	4.168702e-08
81.6	19	2.636835e-08
81.6	20	1.699186e-08
81.6	21	1.114049e-08
81.6	22	7.422709e-09
81.6	23	5.020619e-09
81.6	24	3.444095e-09
81.6	25	2.394094e-09
81.6	26	1.685058e-09
81.6	27	1.200011e-09
81.6	28	8.64106e-10
81.6	29	6.287809e-10
81.6	30	4.621057e-10
81.7	1	0.07014658
81.7	2	0.01201967
81.7	3	0.002859728
81.7	4	0.0008299935
81.7	5	0.00027696
81.7	6	0.0001027483
81.7	7	4.14795e-05
81.7	8	1.795401e-05
81.7	9	8.242657e-06
81.7	10	3.980963e-06
81.7	11	2.00971e-06
81.7	12	1.055024e-06
81.7	13	5.735082e-07
81.7	14	3.216899e-07
81.7	15	1.856374e-07
81.7	16	1.099314e-07
81.7	17	6.665835e-08
81.7	18	4.130818e-08
81.7	19	2.611795e-08
81.7	20	1.682371e-08
81.7	21	1.102588e-08
81.7	22	7.343492e-09
81.7	23	4.965146e-09
81.7	24	3.404769e-09
81.7	25	2.36589e-09
81.7	26	1.664608e-09
81.7	27	1.185028e-09
81.7	28	8.530213e-10
81.7	29	6.205035e-10
81.7	30	4.558699e-10
81.8	1	0.07010404
81.8	2	0.01200524
81.8	3	0.002854634
81.8	4	0.0008280443
81.8	5	0.0002761561
81.8	6	0.0001023944
81.8	7	4.131471e-05
81.8	8	1.78734e-05
81.8	9	8.201485e-06
81.8	10	3.959111e-06
81.8	11	1.997707e-06
81.8	12	1.048224e-06
81.8	13	5.695465e-07
81.8	14	3.193221e-07
81.8	15	1.841888e-07
81.8	16	1.090258e-07
81.8	17	6.608093e-08
81.8	18	4.093315e-08
81.8	19	2.587019e-08
81.8	20	1.665739e-08
81.8	21	1.091255e-08
81.8	22	7.265197e-09
81.8	23	4.910339e-09
81.8	24	3.365928e-09
81.8	25	2.338044e-09
81.8	26	1.644424e-09
81.8	27	1.170246e-09
81.8	28	8.420888e-10
81.8	29	6.123426e-10
81.8	30	4.497239e-10
81.9	1	0.07006157
81.9	2	0.01199084
81.9	3	0.002849555
81.9	4	0.000826102
81.9	5	0.0002753555
81.9	6	0.0001020422
81.9	7	4.115076e-05
81.9	8	1.779325e-05
81.9	9	8.160564e-06
81.9	10	3.937402e-06
81.9	11	1.985789e-06
81.9	12	1.041475e-06
81.9	13	5.656165e-07
81.9	14	3.169743e-07
81.9	15	1.82753e-07
81.9	16	1.081286e-07
81.9	17	6.55091e-08
81.9	18	4.056191e-08
81.9	19	2.562502e-08
81.9	20	1.649288e-08
81.9	21	1.080051e-08
81.9	22	7.187813e-09
81.9	23	4.856189e-09
81.9	24	3.327568e-09
81.9	25	2.310551e-09
81.9	26	1.624503e-09
81.9	27	1.155662e-09
81.9	28	8.313064e-10
81.9	29	6.042963e-10
81.9	30	4.436662e-10
82	1	0.07001918
82	2	0.01197648
82	3	0.002844491
82	4	0.0008241665
82	5	0.0002745581
82	6	0.0001016916
82	7	4.098765e-05
82	8	1.771354e-05
82	9	8.119891e-06
82	10	3.915837e-06
82	11	1.973954e-06
82	12	1.034777e-06
82	13	5.617177e-07
82	14	3.146461e-07
82	15	1.813298e-07
82	16	1.072398e-07
82	17	6.494279e-08
82	18	4.019441e-08
82	19	2.538241e-08
82	20	1.633015e-08
82	21	1.068972e-08
82	22	7.111326e-09
82	23	4.802688e-09
82	24	3.28968e-09
82	25	2.283408e-09
82	26	1.604843e-09
82	27	1.141273e-09
82	28	8.206717e-10
82	29	5.963629e-10
82	30	4.376955e-10
82.1	1	0.06997687
82.1	2	0.01196215
82.1	3	0.002839443
82.1	4	0.0008222378
82.1	5	0.000273764
82.1	6	0.0001013426
82.1	7	4.082537e-05
82.1	8	1.763428e-05
82.1	9	8.079467e-06
82.1	10	3.894413e-06
82.1	11	1.962203e-06
82.1	12	1.028129e-06
82.1	13	5.578498e-07
82.1	14	3.123375e-07
82.1	15	1.799192e-07
82.1	16	1.063591e-07
82.1	17	6.438195e-08
82.1	18	3.98306e-08
82.1	19	2.514235e-08
82.1	20	1.616919e-08
82.1	21	1.058018e-08
82.1	22	7.035727e-09
82.1	23	4.749827e-09
82.1	24	3.25226e-09
82.1	25	2.256608e-09
82.1	26	1.585438e-09
82.1	27	1.127076e-09
82.1	28	8.101827e-10
82.1	29	5.885408e-10
82.1	30	4.318104e-10
82.2	1	0.06993463
82.2	2	0.01194786
82.2	3	0.002834409
82.2	4	0.0008203158
82.2	5	0.000272973
82.2	6	0.0001009952
82.2	7	4.066391e-05
82.2	8	1.755546e-05
82.2	9	8.039288e-06
82.2	10	3.873129e-06
82.2	11	1.950535e-06
82.2	12	1.021531e-06
82.2	13	5.540127e-07
82.2	14	3.100482e-07
82.2	15	1.78521e-07
82.2	16	1.054866e-07
82.2	17	6.382652e-08
82.2	18	3.947045e-08
82.2	19	2.490479e-08
82.2	20	1.600997e-08
82.2	21	1.047186e-08
82.2	22	6.961004e-09
82.2	23	4.697598e-09
82.2	24	3.2153e-09
82.2	25	2.230148e-09
82.2	26	1.566286e-09
82.2	27	1.113069e-09
82.2	28	7.998373e-10
82.2	29	5.808283e-10
82.2	30	4.260097e-10
82.3	1	0.06989247
82.3	2	0.0119336
82.3	3	0.00282939
82.3	4	0.0008184006
82.3	5	0.0002721853
82.3	6	0.0001006494
82.3	7	4.050328e-05
82.3	8	1.747708e-05
82.3	9	7.999353e-06
82.3	10	3.851985e-06
82.3	11	1.938949e-06
82.3	12	1.014983e-06
82.3	13	5.50206e-07
82.3	14	3.077781e-07
82.3	15	1.771351e-07
82.3	16	1.046221e-07
82.3	17	6.327644e-08
82.3	18	3.911392e-08
82.3	19	2.46697e-08
82.3	20	1.585247e-08
82.3	21	1.036476e-08
82.3	22	6.887146e-09
82.3	23	4.645993e-09
82.3	24	3.178795e-09
82.3	25	2.204023e-09
82.3	26	1.547383e-09
82.3	27	1.099249e-09
82.3	28	7.896333e-10
82.3	29	5.732238e-10
82.3	30	4.20292e-10
82.4	1	0.06985039
82.4	2	0.01191938
82.4	3	0.002824386
82.4	4	0.0008164921
82.4	5	0.0002714008
82.4	6	0.0001003051
82.4	7	4.034346e-05
82.4	8	1.739914e-05
82.4	9	7.959661e-06
82.4	10	3.830979e-06
82.4	11	1.927444e-06
82.4	12	1.008483e-06
82.4	13	5.464295e-07
82.4	14	3.055269e-07
82.4	15	1.757615e-07
82.4	16	1.037656e-07
82.4	17	6.273165e-08
82.4	18	3.876096e-08
82.4	19	2.443707e-08
82.4	20	1.569668e-08
82.4	21	1.025885e-08
82.4	22	6.814142e-09
82.4	23	4.595003e-09
82.4	24	3.142739e-09
82.4	25	2.178228e-09
82.4	26	1.528725e-09
82.4	27	1.085613e-09
82.4	28	7.795686e-10
82.4	29	5.657256e-10
82.4	30	4.146562e-10
82.5	1	0.06980838
82.5	2	0.01190519
82.5	3	0.002819397
82.5	4	0.0008145903
82.5	5	0.0002706194
82.5	6	9.996243e-05
82.5	7	4.018444e-05
82.5	8	1.732163e-05
82.5	9	7.920209e-06
82.5	10	3.810111e-06
82.5	11	1.916019e-06
82.5	12	1.002032e-06
82.5	13	5.426828e-07
82.5	14	3.032946e-07
82.5	15	1.743998e-07
82.5	16	1.02917e-07
82.5	17	6.21921e-08
82.5	18	3.841153e-08
82.5	19	2.420687e-08
82.5	20	1.554257e-08
82.5	21	1.015414e-08
82.5	22	6.741982e-09
82.5	23	4.544621e-09
82.5	24	3.107126e-09
82.5	25	2.152759e-09
82.5	26	1.51031e-09
82.5	27	1.072158e-09
82.5	28	7.696414e-10
82.5	29	5.583322e-10
82.5	30	4.091009e-10
82.6	1	0.06976645
82.6	2	0.01189103
82.6	3	0.002814422
82.6	4	0.0008126951
82.6	5	0.0002698411
82.6	6	9.962131e-05
82.6	7	4.002624e-05
82.6	8	1.724455e-05
82.6	9	7.880995e-06
82.6	10	3.789379e-06
82.6	11	1.904674e-06
82.6	12	9.956284e-07
82.6	13	5.389658e-07
82.6	14	3.010809e-07
82.6	15	1.730501e-07
82.6	16	1.020761e-07
82.6	17	6.165773e-08
82.6	18	3.806561e-08
82.6	19	2.397905e-08
82.6	20	1.539013e-08
82.6	21	1.005059e-08
82.6	22	6.670655e-09
82.6	23	4.494839e-09
82.6	24	3.071949e-09
82.6	25	2.127611e-09
82.6	26	1.492133e-09
82.6	27	1.058882e-09
82.6	28	7.598494e-10
82.6	29	5.51042e-10
82.6	30	4.036249e-10
82.7	1	0.06972459
82.7	2	0.01187691
82.7	3	0.002809462
82.7	4	0.0008108065
82.7	5	0.000269066
82.7	6	9.928174e-05
82.7	7	3.986883e-05
82.7	8	1.716791e-05
82.7	9	7.842019e-06
82.7	10	3.768782e-06
82.7	11	1.893409e-06
82.7	12	9.892729e-07
82.7	13	5.352781e-07
82.7	14	2.988856e-07
82.7	15	1.717123e-07
82.7	16	1.01243e-07
82.7	17	6.11285e-08
82.7	18	3.772314e-08
82.7	19	2.375361e-08
82.7	20	1.523932e-08
82.7	21	9.948192e-09
82.7	22	6.60015e-09
82.7	23	4.44565e-09
82.7	24	3.037203e-09
82.7	25	2.102781e-09
82.7	26	1.474192e-09
82.7	27	1.045783e-09
82.7	28	7.501909e-10
82.7	29	5.438535e-10
82.7	30	3.98227e-10
82.8	1	0.06968281
82.8	2	0.01186282
82.8	3	0.002804517
82.8	4	0.0008089244
82.8	5	0.000268294
82.8	6	9.894372e-05
82.8	7	3.971222e-05
82.8	8	1.709168e-05
82.8	9	7.803278e-06
82.8	10	3.748319e-06
82.8	11	1.882222e-06
82.8	12	9.829647e-07
82.8	13	5.316195e-07
82.8	14	2.967086e-07
82.8	15	1.703861e-07
82.8	16	1.004175e-07
82.8	17	6.060433e-08
82.8	18	3.738409e-08
82.8	19	2.35305e-08
82.8	20	1.509014e-08
82.8	21	9.84694e-09
82.8	22	6.530458e-09
82.8	23	4.397045e-09
82.8	24	3.002883e-09
82.8	25	2.078263e-09
82.8	26	1.456482e-09
82.8	27	1.032858e-09
82.8	28	7.406638e-10
82.8	29	5.367652e-10
82.8	30	3.929061e-10
82.9	1	0.06964111
82.9	2	0.01184876
82.9	3	0.002799586
82.9	4	0.000807049
82.9	5	0.0002675251
82.9	6	9.860722e-05
82.9	7	3.95564e-05
82.9	8	1.701588e-05
82.9	9	7.764771e-06
82.9	10	3.72799e-06
82.9	11	1.871114e-06
82.9	12	9.767035e-07
82.9	13	5.279897e-07
82.9	14	2.945497e-07
82.9	15	1.690716e-07
82.9	16	9.959964e-08
82.9	17	6.008518e-08
82.9	18	3.704843e-08
82.9	19	2.330971e-08
82.9	20	1.494257e-08
82.9	21	9.746816e-09
82.9	22	6.461568e-09
82.9	23	4.349018e-09
82.9	24	2.968983e-09
82.9	25	2.054054e-09
82.9	26	1.439002e-09
82.9	27	1.020104e-09
82.9	28	7.312663e-10
82.9	29	5.297756e-10
82.9	30	3.87661e-10
83	1	0.06959947
83	2	0.01183474
83	3	0.002794669
83	4	0.00080518
83	5	0.0002667593
83	6	9.827225e-05
83	7	3.940137e-05
83	8	1.69405e-05
83	9	7.726496e-06
83	10	3.707793e-06
83	11	1.860083e-06
83	12	9.704887e-07
83	13	5.243885e-07
83	14	2.924088e-07
83	15	1.677685e-07
83	16	9.878923e-08
83	17	5.9571e-08
83	18	3.671611e-08
83	19	2.309121e-08
83	20	1.479658e-08
83	21	9.647806e-09
83	22	6.39347e-09
83	23	4.30156e-09
83	24	2.935497e-09
83	25	2.030149e-09
83	26	1.421748e-09
83	27	1.00752e-09
83	28	7.219964e-10
83	29	5.228832e-10
83	30	3.824906e-10
83.1	1	0.06955792
83.1	2	0.01182075
83.1	3	0.002789767
83.1	4	0.0008033175
83.1	5	0.0002659965
83.1	6	9.79388e-05
83.1	7	3.924711e-05
83.1	8	1.686554e-05
83.1	9	7.688451e-06
83.1	10	3.687727e-06
83.1	11	1.849128e-06
83.1	12	9.6432e-07
83.1	13	5.208156e-07
83.1	14	2.902856e-07
83.1	15	1.664768e-07
83.1	16	9.798622e-08
83.1	17	5.906173e-08
83.1	18	3.63871e-08
83.1	19	2.287497e-08
83.1	20	1.465216e-08
83.1	21	9.549897e-09
83.1	22	6.326155e-09
83.1	23	4.254664e-09
83.1	24	2.90242e-09
83.1	25	2.006544e-09
83.1	26	1.404716e-09
83.1	27	9.951014e-10
83.1	28	7.128523e-10
83.1	29	5.160866e-10
83.1	30	3.773936e-10
83.2	1	0.06951644
83.2	2	0.01180679
83.2	3	0.002784879
83.2	4	0.0008014615
83.2	5	0.0002652368
83.2	6	9.760685e-05
83.2	7	3.909363e-05
83.2	8	1.679099e-05
83.2	9	7.650635e-06
83.2	10	3.667791e-06
83.2	11	1.83825e-06
83.2	12	9.58197e-07
83.2	13	5.172708e-07
83.2	14	2.8818e-07
83.2	15	1.651964e-07
83.2	16	9.719056e-08
83.2	17	5.855733e-08
83.2	18	3.606137e-08
83.2	19	2.266097e-08
83.2	20	1.450929e-08
83.2	21	9.453075e-09
83.2	22	6.259612e-09
83.2	23	4.208324e-09
83.2	24	2.869746e-09
83.2	25	1.983235e-09
83.2	26	1.387903e-09
83.2	27	9.828476e-10
83.2	28	7.038323e-10
83.2	29	5.093843e-10
83.2	30	3.72369e-10
83.3	1	0.06947503
83.3	2	0.01179287
83.3	3	0.002780005
83.3	4	0.0007996119
83.3	5	0.0002644801
83.3	6	9.72764e-05
83.3	7	3.894092e-05
83.3	8	1.671685e-05
83.3	9	7.613046e-06
83.3	10	3.647984e-06
83.3	11	1.827447e-06
83.3	12	9.521193e-07
83.3	13	5.137537e-07
83.3	14	2.860919e-07
83.3	15	1.639271e-07
83.3	16	9.640215e-08
83.3	17	5.805773e-08
83.3	18	3.573887e-08
83.3	19	2.244917e-08
83.3	20	1.436795e-08
83.3	21	9.357327e-09
83.3	22	6.193832e-09
83.3	23	4.162532e-09
83.3	24	2.837471e-09
83.3	25	1.960219e-09
83.3	26	1.371308e-09
83.3	27	9.707557e-10
83.3	28	6.949344e-10
83.3	29	5.02775e-10
83.3	30	3.674158e-10
83.4	1	0.06943369
83.4	2	0.01177897
83.4	3	0.002775146
83.4	4	0.0007977687
83.4	5	0.0002637265
83.4	6	9.694744e-05
83.4	7	3.878898e-05
83.4	8	1.664312e-05
83.4	9	7.575682e-06
83.4	10	3.628306e-06
83.4	11	1.81672e-06
83.4	12	9.460866e-07
83.4	13	5.102643e-07
83.4	14	2.84021e-07
83.4	15	1.626689e-07
83.4	16	9.562094e-08
83.4	17	5.75629e-08
83.4	18	3.541957e-08
83.4	19	2.223957e-08
83.4	20	1.422813e-08
83.4	21	9.262641e-09
83.4	22	6.128805e-09
83.4	23	4.117282e-09
83.4	24	2.805588e-09
83.4	25	1.937491e-09
83.4	26	1.354925e-09
83.4	27	9.588235e-10
83.4	28	6.86157e-10
83.4	29	4.962574e-10
83.4	30	3.625328e-10
83.5	1	0.06939243
83.5	2	0.01176512
83.5	3	0.002770301
83.5	4	0.0007959319
83.5	5	0.0002629758
83.5	6	9.661996e-05
