fstat	df	pvalue
37.4	27	1.561163e-06
37.4	28	1.341807e-06
37.4	29	1.160613e-06
37.4	30	1.009864e-06
37.5	1	0.10305
37.5	2	0.0256453
37.5	3	0.008754412
37.5	4	0.003602233
37.5	5	0.001684658
37.5	6	0.0008663433
37.5	7	0.0004797493
37.5	8	0.0002820114
37.5	9	0.0001741647
37.5	10	0.0001121308
37.5	11	7.480878e-05
37.5	12	5.147231e-05
37.5	13	3.638434e-05
37.5	14	2.633896e-05
37.5	15	1.947505e-05
37.5	16	1.467531e-05
37.5	17	1.124863e-05
37.5	18	8.756043e-06
37.5	19	6.911905e-06
37.5	20	5.526293e-06
37.5	21	4.470402e-06
37.5	22	3.655283e-06
37.5	23	3.018487e-06
37.5	24	2.515496e-06
37.5	25	2.114125e-06
37.5	26	1.790799e-06
37.5	27	1.528039e-06
37.5	28	1.312739e-06
37.5	29	1.134968e-06
37.5	30	9.871273e-07
37.6	1	0.1029153
37.6	2	0.02557969
37.6	3	0.008721582
37.6	4	0.003584635
37.6	5	0.001674606
37.6	6	0.0008602807
37.6	7	0.0004759197
37.6	8	0.000279495
37.6	9	0.0001724539
37.6	10	0.0001109328
37.6	11	7.394784e-05
37.6	12	5.083922e-05
37.6	13	3.59092e-05
37.6	14	2.597579e-05
37.6	15	1.919287e-05
37.6	16	1.445277e-05
37.6	17	1.107076e-05
37.6	18	8.612106e-06
37.6	19	6.794114e-06
37.6	20	5.428901e-06
37.6	21	4.389108e-06
37.6	22	3.586829e-06
37.6	23	2.960376e-06
37.6	24	2.465793e-06
37.6	25	2.071316e-06
37.6	26	1.753686e-06
37.6	27	1.495669e-06
37.6	28	1.284345e-06
37.6	29	1.109929e-06
37.6	30	9.649359e-07
37.7	1	0.102781
37.7	2	0.02551441
37.7	3	0.008688956
37.7	4	0.003567166
37.7	5	0.001664638
37.7	6	0.0008542745
37.7	7	0.0004721294
37.7	8	0.0002770067
37.7	9	0.0001707637
37.7	10	0.0001097502
37.7	11	7.309859e-05
37.7	12	5.021521e-05
37.7	13	3.544121e-05
37.7	14	2.561834e-05
37.7	15	1.891532e-05
37.7	16	1.423403e-05
37.7	17	1.089602e-05
37.7	18	8.470795e-06
37.7	19	6.67854e-06
37.7	20	5.333395e-06
37.7	21	4.309431e-06
37.7	22	3.519772e-06
37.7	23	2.90348e-06
37.7	24	2.417154e-06
37.7	25	2.029442e-06
37.7	26	1.717401e-06
37.7	27	1.464035e-06
37.7	28	1.256609e-06
37.7	29	1.08548e-06
37.7	30	9.432764e-07
37.8	1	0.1026473
37.8	2	0.02544947
37.8	3	0.008656534
37.8	4	0.003549825
37.8	5	0.001654753
37.8	6	0.0008483241
37.8	7	0.0004683778
37.8	8	0.000274546
37.8	9	0.0001690937
37.8	10	0.0001085827
37.8	11	7.226085e-05
37.8	12	4.960011e-05
37.8	13	3.498025e-05
37.8	14	2.52665e-05
37.8	15	1.864232e-05
37.8	16	1.401901e-05
37.8	17	1.072437e-05
37.8	18	8.332058e-06
37.8	19	6.565137e-06
37.8	20	5.239735e-06
37.8	21	4.231337e-06
37.8	22	3.454082e-06
37.8	23	2.847772e-06
37.8	24	2.369553e-06
37.8	25	1.988482e-06
37.8	26	1.681925e-06
37.8	27	1.433119e-06
37.8	28	1.229514e-06
37.8	29	1.061606e-06
37.8	30	9.221352e-07
37.9	1	0.1025142
37.9	2	0.02538485
37.9	3	0.008624312
37.9	4	0.00353261
37.9	5	0.00164495
37.9	6	0.0008424289
37.9	7	0.0004646645
37.9	8	0.0002721125
37.9	9	0.0001674436
37.9	10	0.0001074301
37.9	11	7.143445e-05
37.9	12	4.89938e-05
37.9	13	3.45262e-05
37.9	14	2.492018e-05
37.9	15	1.837377e-05
37.9	16	1.380764e-05
37.9	17	1.055573e-05
37.9	18	8.195844e-06
37.9	19	6.453861e-06
37.9	20	5.147883e-06
37.9	21	4.154792e-06
37.9	22	3.389728e-06
37.9	23	2.793224e-06
37.9	24	2.322966e-06
37.9	25	1.948414e-06
37.9	26	1.647237e-06
37.9	27	1.402905e-06
37.9	28	1.203044e-06
37.9	29	1.038294e-06
37.9	30	9.014991e-07
38	1	0.1023815
38	2	0.02532057
38	3	0.00859229
38	4	0.00351552
38	5	0.001635228
38	6	0.0008365882
38	7	0.0004609889
38	8	0.000269706
38	9	0.0001658132
38	10	0.0001062921
38	11	7.06192e-05
38	12	4.839612e-05
38	13	3.407894e-05
38	14	2.457928e-05
38	15	1.81096e-05
38	16	1.359986e-05
38	17	1.039006e-05
38	18	8.062101e-06
38	19	6.344667e-06
38	20	5.057801e-06
38	21	4.079762e-06
38	22	3.326681e-06
38	23	2.739812e-06
38	24	2.277372e-06
38	25	1.909218e-06
38	26	1.613318e-06
38	27	1.373374e-06
38	28	1.177185e-06
38	29	1.015528e-06
38	30	8.813554e-07
38.1	1	0.1022494
38.1	2	0.0252566
38.1	3	0.008560466
38.1	4	0.003498553
38.1	5	0.001625587
38.1	6	0.0008308014
38.1	7	0.0004573507
38.1	8	0.000267326
38.1	9	0.0001642021
38.1	10	0.0001051686
38.1	11	6.981493e-05
38.1	12	4.780693e-05
38.1	13	3.363836e-05
38.1	14	2.42437e-05
38.1	15	1.784973e-05
38.1	16	1.339558e-05
38.1	17	1.022728e-05
38.1	18	7.930781e-06
38.1	19	6.237513e-06
38.1	20	4.969452e-06
38.1	21	4.006215e-06
38.1	22	3.264912e-06
38.1	23	2.687509e-06
38.1	24	2.232746e-06
38.1	25	1.870872e-06
38.1	26	1.580152e-06
38.1	27	1.34451e-06
38.1	28	1.151921e-06
38.1	29	9.932952e-07
38.1	30	8.616915e-07
38.2	1	0.1021177
38.2	2	0.02519296
38.2	3	0.008528837
38.2	4	0.003481709
38.2	5	0.001616025
38.2	6	0.0008250678
38.2	7	0.0004537493
38.2	8	0.0002649723
38.2	9	0.0001626102
38.2	10	0.0001040593
38.2	11	6.902147e-05
38.2	12	4.722611e-05
38.2	13	3.320434e-05
38.2	14	2.391335e-05
38.2	15	1.759409e-05
38.2	16	1.319476e-05
38.2	17	1.006736e-05
38.2	18	7.801835e-06
38.2	19	6.132358e-06
38.2	20	4.882798e-06
38.2	21	3.934119e-06
38.2	22	3.204394e-06
38.2	23	2.63629e-06
38.2	24	2.189066e-06
38.2	25	1.833358e-06
38.2	26	1.547719e-06
38.2	27	1.316297e-06
38.2	28	1.127238e-06
38.2	29	9.715827e-07
38.2	30	8.424954e-07
38.3	1	0.1019866
38.3	2	0.02512965
38.3	3	0.008497403
38.3	4	0.003464987
38.3	5	0.001606541
38.3	6	0.000819387
38.3	7	0.0004501844
38.3	8	0.0002626444
38.3	9	0.0001610371
38.3	10	0.000102964
38.3	11	6.823865e-05
38.3	12	4.66535e-05
38.3	13	3.277677e-05
38.3	14	2.358814e-05
38.3	15	1.734259e-05
38.3	16	1.299731e-05
38.3	17	9.910226e-06
38.3	18	7.675217e-06
38.3	19	6.02916e-06
38.3	20	4.797805e-06
38.3	21	3.863442e-06
38.3	22	3.145098e-06
38.3	23	2.586131e-06
38.3	24	2.146312e-06
38.3	25	1.796655e-06
38.3	26	1.516003e-06
38.3	27	1.28872e-06
38.3	28	1.103121e-06
38.3	29	9.503773e-07
38.3	30	8.237551e-07
38.4	1	0.101856
38.4	2	0.02506664
38.4	3	0.008466162
38.4	4	0.003448385
38.4	5	0.001597135
38.4	6	0.0008137581
38.4	7	0.0004466554
38.4	8	0.000260342
38.4	9	0.0001594825
38.4	10	0.0001018826
38.4	11	6.746632e-05
38.4	12	4.608899e-05
38.4	13	3.235555e-05
38.4	14	2.326798e-05
38.4	15	1.709515e-05
38.4	16	1.280319e-05
38.4	17	9.755831e-06
38.4	18	7.550879e-06
38.4	19	5.92788e-06
38.4	20	4.714438e-06
38.4	21	3.794155e-06
38.4	22	3.086998e-06
38.4	23	2.537009e-06
38.4	24	2.104462e-06
38.4	25	1.760746e-06
38.4	26	1.484986e-06
38.4	27	1.261763e-06
38.4	28	1.079556e-06
38.4	29	9.296663e-07
38.4	30	8.054593e-07
38.5	1	0.1017258
38.5	2	0.02500396
38.5	3	0.008435112
38.5	4	0.003431902
38.5	5	0.001587806
38.5	6	0.0008081808
38.5	7	0.0004431619
38.5	8	0.0002580649
38.5	9	0.0001579463
38.5	10	0.0001008147
38.5	11	6.670429e-05
38.5	12	4.553243e-05
38.5	13	3.194057e-05
38.5	14	2.295278e-05
38.5	15	1.685172e-05
38.5	16	1.261233e-05
38.5	17	9.604122e-06
38.5	18	7.428778e-06
38.5	19	5.828478e-06
38.5	20	4.632663e-06
38.5	21	3.726228e-06
38.5	22	3.030068e-06
38.5	23	2.488901e-06
38.5	24	2.063495e-06
38.5	25	1.725611e-06
38.5	26	1.454652e-06
38.5	27	1.235411e-06
38.5	28	1.056531e-06
38.5	29	9.094375e-07
38.5	30	7.875967e-07
38.6	1	0.1015962
38.6	2	0.02494158
38.6	3	0.008404251
38.6	4	0.003415536
38.6	5	0.001578554
38.6	6	0.0008026543
38.6	7	0.0004397034
38.6	8	0.0002558125
38.6	9	0.0001564281
38.6	10	9.976027e-05
38.6	11	6.595243e-05
38.6	12	4.49837e-05
38.6	13	3.153172e-05
38.6	14	2.264245e-05
38.6	15	1.661221e-05
38.6	16	1.242466e-05
38.6	17	9.455047e-06
38.6	18	7.308868e-06
38.6	19	5.730917e-06
38.6	20	4.552447e-06
38.6	21	3.659632e-06
38.6	22	2.974283e-06
38.6	23	2.441783e-06
38.6	24	2.023391e-06
38.6	25	1.691233e-06
38.6	26	1.424985e-06
38.6	27	1.20965e-06
38.6	28	1.034031e-06
38.6	29	8.896789e-07
38.6	30	7.701564e-07
38.7	1	0.1014671
38.7	2	0.02487952
38.7	3	0.008373578
38.7	4	0.003399288
38.7	5	0.001569376
38.7	6	0.0007971782
38.7	7	0.0004362796
38.7	8	0.0002535847
38.7	9	0.0001549277
38.7	10	9.871904e-05
38.7	11	6.521057e-05
38.7	12	4.444268e-05
38.7	13	3.112891e-05
38.7	14	2.233692e-05
38.7	15	1.637655e-05
38.7	16	1.224013e-05
38.7	17	9.308556e-06
38.7	18	7.191107e-06
38.7	19	5.63516e-06
38.7	20	4.473757e-06
38.7	21	3.594338e-06
38.7	22	2.919617e-06
38.7	23	2.395634e-06
38.7	24	1.984131e-06
38.7	25	1.657594e-06
38.7	26	1.39597e-06
38.7	27	1.184466e-06
38.7	28	1.012044e-06
38.7	29	8.70379e-07
38.7	30	7.531278e-07
38.8	1	0.1013384
38.8	2	0.02481776
38.8	3	0.008343091
38.8	4	0.003383155
38.8	5	0.001560273
38.8	6	0.0007917517
38.8	7	0.00043289
38.8	8	0.0002513812
38.8	9	0.0001534449
38.8	10	9.769084e-05
38.8	11	6.447856e-05
38.8	12	4.390924e-05
38.8	13	3.073202e-05
38.8	14	2.203609e-05
38.8	15	1.614468e-05
38.8	16	1.205868e-05
38.8	17	9.164599e-06
38.8	18	7.075452e-06
38.8	19	5.541169e-06
38.8	20	4.396563e-06
38.8	21	3.530319e-06
38.8	22	2.866046e-06
38.8	23	2.350432e-06
38.8	24	1.945696e-06
38.8	25	1.624677e-06
38.8	26	1.36759e-06
38.8	27	1.159844e-06
38.8	28	9.905582e-07
38.8	29	8.515264e-07
38.8	30	7.365006e-07
38.9	1	0.1012103
38.9	2	0.02475632
38.9	3	0.008312788
38.9	4	0.003367137
38.9	5	0.001551244
38.9	6	0.0007863744
38.9	7	0.0004295343
38.9	8	0.0002492015
38.9	9	0.0001519794
38.9	10	9.667548e-05
38.9	11	6.375624e-05
38.9	12	4.338327e-05
38.9	13	3.034097e-05
38.9	14	2.173988e-05
38.9	15	1.591652e-05
38.9	16	1.188026e-05
38.9	17	9.023127e-06
38.9	18	6.961861e-06
38.9	19	5.448909e-06
38.9	20	4.320832e-06
38.9	21	3.467548e-06
38.9	22	2.813547e-06
38.9	23	2.306157e-06
38.9	24	1.908067e-06
38.9	25	1.592465e-06
38.9	26	1.339831e-06
38.9	27	1.135772e-06
38.9	28	9.695607e-07
38.9	29	8.3311e-07
38.9	30	7.202647e-07
39	1	0.1010826
39	2	0.02469517
39	3	0.008282669
39	4	0.003351233
39	5	0.001542288
39	6	0.0007810458
39	7	0.0004262119
39	8	0.0002470454
39	9	0.000150531
39	10	9.567275e-05
39	11	6.304348e-05
39	12	4.286463e-05
39	13	2.995565e-05
39	14	2.144822e-05
39	15	1.569202e-05
39	16	1.17048e-05
39	17	8.884094e-06
39	18	6.850295e-06
39	19	5.358346e-06
39	20	4.246535e-06
39	21	3.405998e-06
39	22	2.762096e-06
39	23	2.262788e-06
39	24	1.871226e-06
39	25	1.560943e-06
39	26	1.312678e-06
39	27	1.112236e-06
39	28	9.490397e-07
39	29	8.151191e-07
39	30	7.044104e-07
39.1	1	0.1009554
39.1	2	0.02463433
39.1	3	0.008252731
39.1	4	0.003335441
39.1	5	0.001533405
39.1	6	0.0007757651
39.1	7	0.0004229225
39.1	8	0.0002449126
39.1	9	0.0001490995
39.1	10	9.46825e-05
39.1	11	6.234012e-05
39.1	12	4.235322e-05
39.1	13	2.957597e-05
39.1	14	2.116103e-05
39.1	15	1.54711e-05
39.1	16	1.153225e-05
39.1	17	8.747452e-06
39.1	18	6.740714e-06
39.1	19	5.269444e-06
39.1	20	4.173642e-06
39.1	21	3.345644e-06
39.1	22	2.71167e-06
39.1	23	2.220304e-06
39.1	24	1.835154e-06
39.1	25	1.530094e-06
39.1	26	1.286117e-06
39.1	27	1.089224e-06
39.1	28	9.289838e-07
39.1	29	7.975433e-07
39.1	30	6.889281e-07
39.2	1	0.1008287
39.2	2	0.02457378
39.2	3	0.008222973
39.2	4	0.00331976
39.2	5	0.001524592
39.2	6	0.000770532
39.2	7	0.0004196657
39.2	8	0.0002428028
39.2	9	0.0001476845
39.2	10	9.370452e-05
39.2	11	6.164602e-05
39.2	12	4.184891e-05
39.2	13	2.920183e-05
39.2	14	2.087822e-05
39.2	15	1.52537e-05
39.2	16	1.136256e-05
39.2	17	8.613157e-06
39.2	18	6.633078e-06
39.2	19	5.182172e-06
39.2	20	4.102124e-06
39.2	21	3.28646e-06
39.2	22	2.662248e-06
39.2	23	2.178687e-06
39.2	24	1.799836e-06
39.2	25	1.499904e-06
39.2	26	1.260135e-06
39.2	27	1.066722e-06
39.2	28	9.093818e-07
39.2	29	7.803724e-07
39.2	30	6.738087e-07
39.3	1	0.1007025
39.3	2	0.02451353
39.3	3	0.008193394
39.3	4	0.00330419
39.3	5	0.001515851
39.3	6	0.0007653459
39.3	7	0.0004164411
39.3	8	0.0002407156
39.3	9	0.000146286
39.3	10	9.273865e-05
39.3	11	6.096104e-05
39.3	12	4.13516e-05
39.3	13	2.883315e-05
39.3	14	2.059973e-05
39.3	15	1.503976e-05
39.3	16	1.119568e-05
39.3	17	8.481164e-06
39.3	18	6.52735e-06
39.3	19	5.096495e-06
39.3	20	4.031953e-06
39.3	21	3.228422e-06
39.3	22	2.613808e-06
39.3	23	2.137917e-06
39.3	24	1.765253e-06
39.3	25	1.470356e-06
39.3	26	1.234718e-06
39.3	27	1.04472e-06
39.3	28	8.902226e-07
39.3	29	7.635965e-07
39.3	30	6.590429e-07
39.4	1	0.1005767
39.4	2	0.02445358
39.4	3	0.008163991
39.4	4	0.003288729
39.4	5	0.001507179
39.4	6	0.0007602063
39.4	7	0.0004132482
39.4	8	0.0002386509
39.4	9	0.0001449036
39.4	10	9.17847e-05
39.4	11	6.028504e-05
39.4	12	4.086118e-05
39.4	13	2.846983e-05
39.4	14	2.032548e-05
39.4	15	1.482921e-05
39.4	16	1.103155e-05
39.4	17	8.35143e-06
39.4	18	6.423493e-06
39.4	19	5.012383e-06
39.4	20	3.963101e-06
39.4	21	3.171505e-06
39.4	22	2.566329e-06
39.4	23	2.097975e-06
39.4	24	1.731389e-06
39.4	25	1.441436e-06
39.4	26	1.209853e-06
39.4	27	1.023205e-06
39.4	28	8.714956e-07
39.4	29	7.472058e-07
39.4	30	6.446221e-07
39.5	1	0.1004515
39.5	2	0.02439392
39.5	3	0.008134764
39.5	4	0.003273376
39.5	5	0.001498577
39.5	6	0.0007551126
39.5	7	0.0004100868
39.5	8	0.0002366082
39.5	9	0.0001435371
39.5	10	9.084252e-05
39.5	11	5.961789e-05
39.5	12	4.037754e-05
39.5	13	2.811179e-05
39.5	14	2.00554e-05
39.5	15	1.462201e-05
39.5	16	1.087013e-05
39.5	17	8.223911e-06
39.5	18	6.32147e-06
39.5	19	4.929803e-06
39.5	20	3.895541e-06
39.5	21	3.115687e-06
39.5	22	2.51979e-06
39.5	23	2.058844e-06
39.5	24	1.698229e-06
39.5	25	1.41313e-06
39.5	26	1.185526e-06
39.5	27	1.002165e-06
39.5	28	8.531905e-07
39.5	29	7.31191e-07
39.5	30	6.305377e-07
39.6	1	0.1003266
39.6	2	0.02433455
39.6	3	0.008105712
39.6	4	0.003258131
39.6	5	0.001490044
39.6	6	0.0007500643
39.6	7	0.0004069565
39.6	8	0.0002345874
39.6	9	0.0001421864
39.6	10	8.991193e-05
39.6	11	5.895946e-05
39.6	12	3.990056e-05
39.6	13	2.775894e-05
39.6	14	1.978942e-05
39.6	15	1.441808e-05
39.6	16	1.071136e-05
39.6	17	8.098566e-06
39.6	18	6.221246e-06
39.6	19	4.848726e-06
39.6	20	3.829247e-06
39.6	21	3.060943e-06
39.6	22	2.47417e-06
39.6	23	2.020506e-06
39.6	24	1.665756e-06
39.6	25	1.385424e-06
39.6	26	1.161726e-06
39.6	27	9.815898e-07
39.6	28	8.352971e-07
39.6	29	7.155428e-07
39.6	30	6.167814e-07
39.7	1	0.1002023
39.7	2	0.02427546
39.7	3	0.008076831
39.7	4	0.003242992
39.7	5	0.001481578
39.7	6	0.0007450609
39.7	7	0.0004038568
39.7	8	0.0002325881
39.7	9	0.0001408512
39.7	10	8.899275e-05
39.7	11	5.830961e-05
39.7	12	3.943015e-05
39.7	13	2.741119e-05
39.7	14	1.952746e-05
39.7	15	1.421737e-05
39.7	16	1.05552e-05
39.7	17	7.975354e-06
39.7	18	6.122786e-06
39.7	19	4.769121e-06
39.7	20	3.764193e-06
39.7	21	3.007252e-06
39.7	22	2.429451e-06
39.7	23	1.982943e-06
39.7	24	1.633956e-06
39.7	25	1.358305e-06
39.7	26	1.13844e-06
39.7	27	9.61468e-07
39.7	28	8.178054e-07
39.7	29	7.002525e-07
39.7	30	6.03345e-07
39.8	1	0.1000784
39.8	2	0.02421667
39.8	3	0.008048122
39.8	4	0.003227958
39.8	5	0.00147318
39.8	6	0.000740102
39.8	7	0.0004007874
39.8	8	0.0002306101
39.8	9	0.0001395313
39.8	10	8.808484e-05
39.8	11	5.766821e-05
39.8	12	3.896621e-05
39.8	13	2.706847e-05
39.8	14	1.926946e-05
39.8	15	1.401982e-05
39.8	16	1.040159e-05
39.8	17	7.854235e-06
39.8	18	6.026055e-06
39.8	19	4.69096e-06
39.8	20	3.700354e-06
39.8	21	2.954592e-06
39.8	22	2.385613e-06
39.8	23	1.946139e-06
39.8	24	1.602812e-06
39.8	25	1.331758e-06
39.8	26	1.115656e-06
39.8	27	9.417888e-07
39.8	28	8.00706e-07
39.8	29	6.853112e-07
39.8	30	5.902206e-07
39.9	1	0.09995495
39.9	2	0.02415816
39.9	3	0.008019582
39.9	4	0.003213028
39.9	5	0.001464848
39.9	6	0.0007351869
39.9	7	0.000397748
39.9	8	0.000228653
39.9	9	0.0001382265
39.9	10	8.718803e-05
39.9	11	5.703514e-05
39.9	12	3.850862e-05
39.9	13	2.673068e-05
39.9	14	1.901535e-05
39.9	15	1.382538e-05
39.9	16	1.02505e-05
39.9	17	7.73517e-06
39.9	18	5.931021e-06
39.9	19	4.614212e-06
39.9	20	3.637704e-06
39.9	21	2.90294e-06
39.9	22	2.342637e-06
39.9	23	1.910076e-06
39.9	24	1.572312e-06
39.9	25	1.305771e-06
39.9	26	1.093363e-06
39.9	27	9.225421e-07
39.9	28	7.839894e-07
39.9	29	6.707105e-07
39.9	30	5.774006e-07
40	1	0.09983197
40	2	0.02409993
40	3	0.007991211
40	4	0.003198202
40	5	0.001456582
40	6	0.0007303154
40	7	0.0003947381
40	8	0.0002267167
40	9	0.0001369366
40	10	8.630216e-05
40	11	5.641027e-05
40	12	3.805729e-05
40	13	2.639775e-05
40	14	1.876507e-05
40	15	1.363399e-05
40	16	1.010188e-05
40	17	7.61812e-06
40	18	5.83765e-06
40	19	4.538852e-06
40	20	3.57622e-06
40	21	2.852277e-06
40	22	2.300505e-06
40	23	1.87474e-06
40	24	1.542439e-06
40	25	1.280331e-06
40	26	1.07155e-06
40	27	9.037175e-07
40	28	7.676466e-07
40	29	6.564421e-07
40	30	5.648775e-07
40.1	1	0.09970944
40.1	2	0.02404198
40.1	3	0.007963007
40.1	4	0.003183478
40.1	5	0.001448381
40.1	6	0.0007254868
40.1	7	0.0003917575
40.1	8	0.0002248009
40.1	9	0.0001356613
40.1	10	8.542708e-05
40.1	11	5.579348e-05
40.1	12	3.761213e-05
40.1	13	2.60696e-05
40.1	14	1.851854e-05
40.1	15	1.34456e-05
40.1	16	9.955671e-06
40.1	17	7.503048e-06
40.1	18	5.745911e-06
40.1	19	4.46485e-06
40.1	20	3.515879e-06
40.1	21	2.802582e-06
40.1	22	2.259199e-06
40.1	23	1.840113e-06
40.1	24	1.513181e-06
40.1	25	1.255427e-06
40.1	26	1.050205e-06
40.1	27	8.853052e-07
40.1	28	7.516684e-07
40.1	29	6.42498e-07
40.1	30	5.526439e-07
40.2	1	0.09958736
40.2	2	0.02398431
40.2	3	0.007934968
40.2	4	0.003168856
40.2	5	0.001440245
40.2	6	0.0007207006
40.2	7	0.0003888058
40.2	8	0.0002229053
40.2	9	0.0001344006
40.2	10	8.456263e-05
40.2	11	5.518465e-05
40.2	12	3.717304e-05
40.2	13	2.574614e-05
40.2	14	1.827572e-05
40.2	15	1.326016e-05
40.2	16	9.811845e-06
40.2	17	7.389916e-06
40.2	18	5.655772e-06
40.2	19	4.392181e-06
40.2	20	3.456656e-06
40.2	21	2.753834e-06
40.2	22	2.218702e-06
40.2	23	1.806181e-06
40.2	24	1.484524e-06
40.2	25	1.231045e-06
40.2	26	1.029317e-06
40.2	27	8.672956e-07
40.2	28	7.360464e-07
40.2	29	6.288704e-07
40.2	30	5.406927e-07
40.3	1	0.09946573
40.3	2	0.02392691
40.3	3	0.007907094
40.3	4	0.003154335
40.3	5	0.001432172
40.3	6	0.0007159566
40.3	7	0.0003858826
40.3	8	0.0002210296
40.3	9	0.0001331541
40.3	10	8.370866e-05
40.3	11	5.458366e-05
40.3	12	3.673991e-05
40.3	13	2.542732e-05
40.3	14	1.803653e-05
40.3	15	1.307762e-05
40.3	16	9.670354e-06
40.3	17	7.278689e-06
40.3	18	5.567203e-06
40.3	19	4.320818e-06
40.3	20	3.39853e-06
40.3	21	2.706013e-06
40.3	22	2.178995e-06
40.3	23	1.772929e-06
40.3	24	1.456454e-06
40.3	25	1.207174e-06
40.3	26	1.008876e-06
40.3	27	8.496792e-07
40.3	28	7.207721e-07
40.3	29	6.155515e-07
40.3	30	5.290171e-07
40.4	1	0.09934454
40.4	2	0.02386979
40.4	3	0.007879382
40.4	4	0.003139913
40.4	5	0.001424163
40.4	6	0.000711254
40.4	7	0.0003829877
40.4	8	0.0002191736
40.4	9	0.0001319218
40.4	10	8.286502e-05
40.4	11	5.399039e-05
40.4	12	3.631267e-05
40.4	13	2.511304e-05
40.4	14	1.780091e-05
40.4	15	1.289792e-05
40.4	16	9.531156e-06
40.4	17	7.169331e-06
40.4	18	5.480174e-06
40.4	19	4.250735e-06
40.4	20	3.341477e-06
40.4	21	2.659102e-06
40.4	22	2.140064e-06
40.4	23	1.740341e-06
40.4	24	1.428959e-06
40.4	25	1.183803e-06
40.4	26	9.888727e-07
40.4	27	8.324468e-07
40.4	28	7.058371e-07
40.4	29	6.02534e-07
40.4	30	5.176102e-07
40.5	1	0.0992238
40.5	2	0.02381294
40.5	3	0.007851832
40.5	4	0.003125589
40.5	5	0.001416216
40.5	6	0.0007065926
40.5	7	0.0003801206
40.5	8	0.0002173371
40.5	9	0.0001307034
40.5	10	8.203157e-05
40.5	11	5.340474e-05
40.5	12	3.589122e-05
40.5	13	2.480324e-05
40.5	14	1.75688e-05
40.5	15	1.272101e-05
40.5	16	9.394209e-06
40.5	17	7.061808e-06
40.5	18	5.394655e-06
40.5	19	4.181907e-06
40.5	20	3.285478e-06
40.5	21	2.61308e-06
40.5	22	2.10189e-06
40.5	23	1.708404e-06
40.5	24	1.402025e-06
40.5	25	1.16092e-06
40.5	26	9.692959e-07
40.5	27	8.155897e-07
40.5	28	6.912335e-07
40.5	29	5.898105e-07
40.5	30	5.064656e-07
40.6	1	0.09910349
40.6	2	0.02375636
40.6	3	0.007824442
40.6	4	0.003111364
40.6	5	0.001408332
40.6	6	0.0007019719
40.6	7	0.000377281
40.6	8	0.0002155197
40.6	9	0.0001294987
40.6	10	8.120817e-05
40.6	11	5.282658e-05
40.6	12	3.547546e-05
40.6	13	2.449785e-05
40.6	14	1.734015e-05
40.6	15	1.254685e-05
40.6	16	9.259474e-06
40.6	17	6.956085e-06
40.6	18	5.310617e-06
40.6	19	4.11431e-06
40.6	20	3.23051e-06
40.6	21	2.56793e-06
40.6	22	2.064459e-06
40.6	23	1.677104e-06
40.6	24	1.375642e-06
40.6	25	1.138514e-06
40.6	26	9.501361e-07
40.6	27	7.990989e-07
40.6	28	6.769534e-07
40.6	29	5.773741e-07
40.6	30	4.955767e-07
40.7	1	0.09898362
40.7	2	0.02370005
40.7	3	0.007797211
40.7	4	0.003097235
40.7	5	0.001400508
40.7	6	0.0006973913
40.7	7	0.0003744687
40.7	8	0.0002137214
40.7	9	0.0001283076
40.7	10	8.039467e-05
40.7	11	5.225581e-05
40.7	12	3.506532e-05
40.7	13	2.419679e-05
40.7	14	1.71149e-05
40.7	15	1.237539e-05
40.7	16	9.12691e-06
40.7	17	6.852129e-06
40.7	18	5.228032e-06
40.7	19	4.04792e-06
40.7	20	3.176552e-06
40.7	21	2.523634e-06
40.7	22	2.027754e-06
40.7	23	1.646426e-06
40.7	24	1.349795e-06
40.7	25	1.116575e-06
40.7	26	9.313839e-07
40.7	27	7.82966e-07
40.7	28	6.629892e-07
40.7	29	5.652179e-07
40.7	30	4.849374e-07
40.8	1	0.09886419
40.8	2	0.02364401
40.8	3	0.007770137
40.8	4	0.003083203
40.8	5	0.001392746
40.8	6	0.0006928506
40.8	7	0.0003716833
40.8	8	0.0002119417
40.8	9	0.0001271298
40.8	10	7.959094e-05
40.8	11	5.169232e-05
40.8	12	3.46607e-05
40.8	13	2.389999e-05
40.8	14	1.689299e-05
40.8	15	1.220659e-05
40.8	16	8.996479e-06
40.8	17	6.749908e-06
40.8	18	5.146873e-06
40.8	19	3.982712e-06
40.8	20	3.123585e-06
40.8	21	2.480174e-06
40.8	22	1.99176e-06
40.8	23	1.616358e-06
40.8	24	1.324475e-06
40.8	25	1.095093e-06
40.8	26	9.1303e-07
40.8	27	7.671827e-07
40.8	28	6.493334e-07
40.8	29	5.533351e-07
40.8	30	4.745416e-07
40.9	1	0.09874519
40.9	2	0.02358823
40.9	3	0.00774322
40.9	4	0.003069265
40.9	5	0.001385043
40.9	6	0.0006883492
40.9	7	0.0003689245
40.9	8	0.0002101806
40.9	9	0.0001259653
40.9	10	7.879684e-05
40.9	11	5.1136e-05
40.9	12	3.426153e-05
40.9	13	2.360738e-05
40.9	14	1.667436e-05
40.9	15	1.204039e-05
40.9	16	8.868143e-06
40.9	17	6.649389e-06
40.9	18	5.067112e-06
40.9	19	3.918665e-06
40.9	20	3.071589e-06
40.9	21	2.437533e-06
40.9	22	1.956463e-06
40.9	23	1.586886e-06
40.9	24	1.299668e-06
40.9	25	1.074056e-06
